row_id,pseudo_query
13911,"Santa Barbara Syrah with raspberry and lavender notes, around $50"
13912,Santa Cruz Mountains Syrah coastal vineyard blackberry fennel licorice notes
13913,"Rockpile Zinfandel big and bold, smoke and pepper, drink after 2018"
13914,Vinho Verde Alvarinho fruity and crisp under $20
13915,Argentinian Cabernet Sauvignon herbal and oaky
13916,Mendoza Chardonnay fruity and clean under $25
13917,Israeli Cabernet Sauvignon cherry mocha anise notes under $10
13918,Oregon Pinot Noir cherry mineral mocha one dimensional
13919,Burgundy Pinot Noir red berry fruity firm tannins
13920,Burgundy Pinot Noir under $40 with spicy red fruit flavors
13921,"Adelaide Hills Pinot Gris with apple and citrus notes, under $20"
13922,"Oregon Chardonnay with banana and caramel flavors, good value"
13923,Texas red blend wine with cranberry and spice notes under $15
13924,Texas Piquepoul Blanc wine with peach and apricot notes for seafood
13925,"Barbaresco Nebbiolo with cherry and spice, needs aging"
13926,"Alexander Valley Claret blend with plum flavors, easy to drink"
13927,Georgian Saperavi red wine with cherry and thyme flavors
13928,"Chablis Chardonnay Premier Cru, buttery and creamy under $40"
13929,"Pouilly-Fuissé Chardonnay with apple and lemon, good for aging"
13930,"Argentinian Chardonnay with honey and pineapple flavors, affordable"
13931,Vinho Verde white wine with green plum and apple flavors
13932,"Porto Tawny Reserve with raisin and prune flavors, under $20"
13933,"Barolo Nebbiolo with prune and chocolate, strong tannins"
13934,"Expensive Barolo Riserva with cherry and sage, high tannins"
13935,Barbaresco Nebbiolo with dark cherry and coffee notes under $50
13936,"Russian River Pinot Noir with black cherry and spice, around $60"
13937,Georgian red wine Saperavi with chocolate and berry flavors under $15
13938,"Georgian white blend wine with melon and citrus flavors, cheap"
13939,crisp white wine with apple and lemon notes
13940,"Sonoma County red blend with berry and herb notes, around $80"
13941,Oregon Pinot Noir affordable cherry chocolate smooth
13942,"French buttery Chardonnay with citrus notes, good acidity"
13943,Viognier wine California peach melon honey flavor
13944,French Malbec red berry fruity easy drinking
13945,Rhone blend red wine dark fruit vanilla peppery
13946,California red blend Mourvedre Grenache chocolatey tannins
13947,Alsace Riesling fruity mineral tangy good acidity
13948,Napa Sauvignon Blanc grapefruit gooseberry good with Vietnamese food
13949,Italian red blend earthy dark fruit Valpolicella
13950,Italian red blend Valpolicella raspberry cinnamon spice
13951,Amarone red wine black cherry prune chocolate big flavor
13952,"Marcillac wine from Southwest France, ready to drink now"
13953,Amarone della Valpolicella with black cherry and raisin flavors
13954,Valpolicella Ripasso red wine for pasta with meat sauce under $20
13955,Valpolicella Classico Superiore Ripasso with black fruit and almond notes
13956,"Valpolicella Ripasso wine like Amarone, spicy and bold"
13957,"Napa Valley Cabernet Franc with cherry and cola flavors, under $50"
13958,Wahluke Slope Merlot easy drinking red wine under $20
13959,Côtes du Roussillon Villages red blend with jammy fruit flavors
13960,"Amarone della Valpolicella with chocolate flavor, easy to drink"
13961,aged Napa red blend Syrah Petite Sirah earthy
13962,Mount Veeder sparkling wine brut limes raspberries
13963,Santa Barbara County Brut sparkling wine raspberry orange
13964,Horse Heaven Hills fruity red blend plum berry
13965,Mendoza Merlot Cabernet Franc blend earthy vanilla
13966,Napa Valley red blend currant oak flavors
13967,cheap Napa meritage red wine blackberry cherry under $15
13968,Rhone blend under $25 with peppery finish
13969,"Clarksburg red blend good with steak, under $20"
13970,Italian white wine with oaky vanilla flavor
13971,Valpolicella Ripasso under $20 with raspberry flavor
13972,"French white wine for Asian food, screwcap"
13973,Crisp Pinot Gris from Alsace France
13974,cheap California red blend with earthy flavors
13975,Fruity Australian Shiraz under $10
13976,Argentinian Syrah under $10 with herbal notes
13977,cheap Argentinian Merlot with cherry flavor
13978,Paso Robles Merlot for everyday under $20
13979,Russian River Chardonnay not too fruity
13980,Russian River Syrah with veggie taste
13981,Napa Cabernet Sauvignon very oaky
13982,cheap Sauvignon Blanc from Argentina lemony
13983,cheap Spanish red blend not impressive
13984,"fruity California Viognier under $15, tastes like mango juice"
13985,dark rosé wine Santa Barbara cherry spice flavors
13986,"sweet California Sangiovese, not a dry table wine"
13987,red blend wine Sonoma funky green pepper flavor
13988,cheap Spanish red wine sweet candied spice notes
13989,sweet caramel edge sparkling rose wine Portugal
13990,cheap Argentine Cabernet Sauvignon chocolate finish
13991,light tropical Pinot Grigio lemon pineapple Argentina
13992,sweet Cabernet Sauvignon Argentina cotton candy flavor
13993,Chilean Sauvignon Blanc citrusy grapefruit flavor
13994,California red blend Petite Sirah Teroldego
13995,Oregon Pinot Noir light berry watermelon flavor
13996,Sonoma white blend sweet Rhone style wine
13997,Italian white wine melon peach apricot notes
13998,German Pinot Noir cherry flavor acidic finish
13999,Italian white wine calamari pairing citrus mineral
14000,"California Chardonnay with pineapple and vanilla flavors, around $50"
14001,"bold Malbec with blackberry and coffee notes, under $50"
14002,affordable white Bordeaux blend with pear and herbal notes
14003,"dry, earthy Chardonnay from Napa Valley, under $20"
14004,"crisp, clean, and fruity white wine from Bordeaux"
14005,"South African Sauvignon Blanc with tropical fruit flavors, under $20"
14006,"Chilean red blend with berry, vanilla, and spice notes, cheap wine"
14007,value Sauvignon Blanc from Chile with green apple and melon
14008,"Italian white wine with exotic fruit, citrus, and floral notes for seafood"
14009,"unique Italian white wine for food pairing, something different"
14010,"Chilean Cab/Syrah blend with chocolate and berry flavors, around $20"
14011,"South African red blend with plum, cherry, and spice, under $20"
14012,medium-bodied Cabernet Sauvignon with spicy notes from South Africa
14013,"oaky Chardonnay from Green Valley California, buttery and smoky"
14014,"buttery and oaky Napa Chardonnay, easy drinking style"
14015,Italian Fiano white wine with mineral and exotic fruit notes
14016,Chilean Cabernet Sauvignon Maipo Valley earthy berry vanilla flavors under $50
14017,Oak Knoll District Merlot blend cedar graphite notes good reviews
14018,Chilean red blend Cabernet Sauvignon Carmenere chocolate coffee flavors
14019,Portuguese red wine Dão region rich tannins needs aging
14020,Douro Portugal red wine blackberry spice dry tannins good value
14021,Napa Cabernet Sauvignon herbal black fruit balanced tannins under $60
14022,California red blend Petite Sirah Zinfandel Syrah chocolatey soft
14023,Sonoma Pinot Noir earthy rhubarb black tea notes good reviews
14024,Australian Shiraz Heathcote region fruity savory peppery under $40
14025,Barolo Nebbiolo strawberry cherry spice elegant balanced good reviews
14026,Portuguese Touriga Nacional mint eucalyptus dark fruit needs time
14027,Rhone blend Central Coast gamey rustic Old World style
14028,Uruguayan Tannat wine cigar box tar black plum smooth finish
14029,Mendocino Arneis orange blossom melon smooth crisp white wine under $25
14030,Chalone Grenache rose petal boysenberry fennel spice good reviews
14031,Saint-Julien Bordeaux blend elegant black currant fine tannins
14032,"Bordeaux red blend with mineral taste, ready to drink in a couple years"
14033,sweet Sauternes wine with lemon curd flavor
14034,sweet Bordeaux white blend with apricot and honey flavors under $30
14035,rich red blend chile blackberry chocolate
14036,light red wine for warm weather
14037,fruity pinot noir with pomegranate and tea flavors
14038,"Portuguese red wine for aging, under $25"
14039,"Saint-Émilion red blend to age, good vintage"
14040,fruity and spicy Bordeaux red blend under $20
14041,Bordeaux red blend with bold tannins for aging
14042,structured red Bordeaux with blackberry and pepper notes
14043,smoky red Bordeaux with chocolate and plum flavors
14044,smooth and fruity red Bordeaux blend under $15
14045,smoky red wine with currant flavor for aging
14046,smooth and rich red Bordeaux wine under $30
14047,semi-dry Riesling Finger Lakes peach tangerine
14048,"Walla Walla Cabernet Sauvignon under $40, cherry and licorice flavor"
14049,"Italian red blend, Aglianico and Pallagrello Nero, plum and pepper notes"
14050,"cheap Spanish sparkling wine, tropical fruit flavors, sweet finish"
14051,"light and fruity Pinot Noir Burgundy, red currant and raspberry"
14052,"crisp Burgundy Chardonnay, lemon and pear flavors, ready to drink now"
14053,"California Chardonnay, tropical notes, papaya and guava flavor"
14054,"Finger Lakes Riesling, apple and melon flavors, honey finish"
14055,Cabernet Sauvignon Columbia Valley good with steak under $20
14056,"Italian Aglianico wine, red cherry and licorice, oaky notes"
14057,"Spanish white wine, limestone minerality, citrus and nectarine notes"
14058,"Pouilly-Fuissé Chardonnay, yellow fruit flavors, rich and fragrant"
14059,"sweet Zinfandel Lodi, maple syrup and cherry jam flavors, full-bodied"
14060,"Sonoma Grenache, strawberry and earthy, rose and menthol aroma"
14061,"oaky Sauvignon Blanc, buttered toast flavor, Russian River Valley"
14062,"Tuscan white blend, citrus and grapefruit, clean and fresh"
14063,"cheap Romanian Pinot Noir, cherry pie flavor, under $10"
14064,"crisp, lemony Chardonnay from Burgundy under $30"
14065,fruity Italian rosato wine for eggplant dish
14066,tannic California Syrah with leather and spice notes
14067,Sonoma Coast Syrah with cherry and mocha flavors
14068,Italian Semillon with tropical fruit notes under $20
14069,refreshing Italian Rosato for appetizers and pasta
14070,Alexander Valley Cabernet Sauvignon with blackberry and oak
14071,sweet Pinot Noir Russian River Valley raspberry jam
14072,Israeli Cabernet Sauvignon with red fruit and cocoa
14073,Israeli Chardonnay with melon and pear flavors
14074,crisp Vermentino wine for tapas under $20
14075,easy-drinking Pinot Noir Carneros with raspberry
14076,Napa Zinfandel with dark fruit and tobacco notes
14077,Moroccan Syrah Grenache blend with chocolate notes
14078,age-worthy Sonoma Syrah with blackberry flavors
14079,"fresh, fruity Italian rosato with almond finish"
14080,Finger Lakes Riesling semi-dry honey and apple notes under $20
14081,California red blend good with pizza and burgers under $20
14082,Washington Rhône-style red blend spicy with berry and chocolate notes
14083,Napa Chardonnay dry and oaky with pineapple and pear flavors
14084,"Sweet Moscato wine with red berry, citrus, and apple flavors under $10"
14085,Burgundy Chardonnay fruity vanilla smooth apple acidity good price
14086,Santa Barbara Pinot Noir cranberry pomegranate leather finish
14087,Rioja Tempranillo blend plum cherry vanilla notes aged
14088,Monterey Pinot Noir savory earthy lamb pairing
14089,Napa Cabernet Sauvignon smooth tannins bright acidity
14090,Bordeaux Sauvignon Blanc fresh apple pear flavors good value
14091,North Carolina Sangiovese red currant strawberry delicate
14092,Swiss Pinot Noir Gamay blend cherry raspberry flavors
14093,Orange wine blend unusual grapes dried fruit flavors
14094,Barbaresco Nebbiolo rose violet red berry leather notes
14095,Russian River Pinot Noir robust cherry cola chocolate pork pairing
14096,"Barolo wine with notes of cherry, espresso, and sage, needs aging"
14097,"creamy Vinho Verde like Chardonnay, good acidity, under $20"
14098,"California Pinot Noir with cherry and pine flavors, under $15"
14099,"Russian River Valley Pinot Noir with black cherry, licorice, and mocha"
14100,"Paso Robles red blend with jalapeño and cherry, interesting and unique"
14101,"Barbaresco Nebbiolo with cherry and pepper, good structure, under $45"
14102,"Napa Sauvignon Blanc with citrus, stone fruit, and ginger notes"
14103,"rustic Montepulciano from California, plum and raspberry flavors"
14104,"smooth Merlot from Walla Walla, Washington, chocolatey and buttery"
14105,"Anderson Valley Pinot Noir, needs decanting, ageable, under $60"
14106,"Rioja Gran Reserva with maple, raisin, and mushroom aromas"
14107,"Livermore Valley Petite Sirah, oaky, dark, ripe, chocolate notes"
14108,"Garnacha from Campo de Borja, Spain, rich and spicy, under $20"
14109,"Rhone blend from Luberon France, creamy texture, black cherry fruit, under $15"
14110,"mature Ventoux red blend, chocolate and raspberry notes, under $20"
14111,"Columbia Valley red blend, black fruit, citrus, coffee notes"
14112,Columbia Valley Syrah with dark fruit and spicy finish under $30
14113,"Hungarian red blend with Cabernet Franc, spicy and fruity"
14114,Columbia Valley Tempranillo with tart red fruit and high acidity
14115,Rioja Reserva with oak and cherry flavors under $25
14116,"French rosé with passion fruit and berry flavors, refreshing acidity"
14117,Spanish white blend floral and fruity under $15
14118,"Dry Creek Zinfandel with berry and pepper flavors, high alcohol"
14119,Txakoli wine crisp citrusy and minerally
14120,Spanish Albariño easy drinking citrusy
14121,California Pinot Noir with raspberry and cherry jam flavors
14122,Napa Merlot soft and silky with cherry and smoked meat flavors
14123,Italian red blend rich and sweet under $20
14124,Negroamaro from Southern Italy with blackberry and spice
14125,Sicilian white blend good with seafood
14126,"Oregon Riesling with apple and peach flavors, crisp acidity"
14127,Oregon Grenache rosé with apple and cherry notes
14128,light Pinot Noir with strawberry and spice notes under $35
14129,Chilean Cabernet Sauvignon under $25 with plum and spice flavors
14130,"Austrian Riesling with floral and mineral notes, good acidity"
14131,dry sparkling rosé wine with raspberry and lemon flavors
14132,Napa Cabernet Sauvignon under $25 with cherry pie flavor
14133,"Chilean Chardonnay with smoky apple and citrus flavors, good value"
14134,very zesty and lemony Chardonnay for seafood pairing
14135,sweet white blend wine with apricot and honey flavors under $20
14136,bold Syrah with dark cherry and chocolate notes under $20
14137,"Bordeaux red blend with blackberry and good acidity, age worthy"
14138,creamy white Bordeaux blend with almond and peach notes
14139,"Oregon Pinot Noir with red berry flavor, single vineyard"
14140,"easy-drinking Chardonnay from Willamette Valley, stainless steel"
14141,"fruity Pinot Gris from Willamette Valley, good price"
14142,Sicilian white blend with honeysuckle and almond notes
14143,"Sicilian red blend, easy drinking, cherry and spice"
14144,California chardonnay with vanilla and apple notes under $20
14145,"Oregon Pinot Noir like Burgundy, berry flavors, under $20"
14146,"Barbera wine from California, good with smoky foods"
14147,Napa Chardonnay creamy texture buttered toast orange pear flavors
14148,"Bordeaux blend under $20, good for aging, smoky flavor"
14149,Chilean carmenere with dark fruit and roasted meat flavors
14150,"Vermentino wine for salad, lemon zest and kiwi notes"
14151,"Chenin Blanc Viognier blend California, fruity and versatile under $15"
14152,"Refreshing Pinot Noir with red berry and cola flavors, chillable"
14153,Cheap Chardonnay from Chile baked apple and caramel notes
14154,"Light and easy Grillo from Sicily, citrus and herbs"
14155,"Virginia Sauvignon Blanc, pair with scallops, mineral flavor"
14156,Spicy Chilean Carmenere with olive and herb flavors
14157,"Insolia wine from Sicily, fresh and fruity, under $20"
14158,"Italian white blend for seafood salad, citrus and pear"
14159,Chilean red blend raspberry plum creamy oak under $20
14160,california merlot raspberry chocolate smooth finish under $30
14161,russian river pinot noir cherry cola baking spice under $15
14162,california red blend cabernet sauvignon petit verdot earthy
14163,bordeaux red blend fruity but fresh not too alcoholic
14164,french red blend soft black currant flavor easy drinking
14165,chilean sauvignon blanc citrusy mineral under $10
14166,chile chardonnay baked apple oak spice under $20
14167,chile syrah black fruit olive peppery interesting under $20
14168,southwest france white wine apricot basil food friendly
14169,beaujolais rosé refreshing red berry fruity aperitif
14170,french sparkling wine apple pear herb dry
14171,beaujolais nouveau fruity bold food pairing
14172,french white wine apricot herb refreshing crisp under $15
14173,southern italy red wine unusual grapes bright acidity
14174,napa petit verdot blackberry mocha high alcohol content
14175,spanish red blend savory berry rugged tannins
14176,"California Chardonnay with tropical fruit and buttery toast flavors, good acidity"
14177,"light and sweet Riesling with lemon, lime, and pineapple notes under $20"
14178,fruity and juicy red blend from Bordeaux with black currant flavors
14179,Sauvignon Blanc Bordeaux grassy lemon tangy under $30
14180,red wine Bordeaux tobacco spice blackberry flavors drink now or later
14181,Bordeaux red blend black currant good acidity firm tannins under $20
14182,Argentinian Malbec with berry aromas and zesty acidity under $15
14183,"affordable Spanish red blend with cherry, berry, and spice notes under $10"
14184,Argentinian Cabernet Sauvignon dark fruit jammy firm tannins under $15
14185,Malbec Mendoza stewed fruit thick tannins oaky under $20
14186,"Spanish Cabernet Sauvignon with earthy, berry, and spicy flavors"
14187,Monastrell wine Spain organic minty leathery blackberry under $20
14188,California Cabernet Sauvignon blackberry cola oak flavors under $80
14189,Tuscan red blend black fruit spice oak chocolate needs time
14190,dry rosé wine strawberry flavor crisp acidity screwcap
14191,"California Zinfandel with blackberry, cherry, and high alcohol for BBQ"
14192,"crisp, fruity white wine for aperitif austria"
14193,easy drinking chardonnay pear citrus australia under $15
14194,Italian red wine blackberry plum soft tannins
14195,Paso Robles red blend syrah grenache viognier
14196,affordable dry white wine spain almond melon
14197,crisp austrian white wine green apple grapefruit
14198,california pinot noir easy drinking raspberry cherry
14199,refreshing white bordeaux fruit salad flavors
14200,sauvignon blanc tropical fruit good with asian food
14201,sweet italian white wine apricot honey almond
14202,montefalco rosso red blend chocolate vanilla
14203,value chardonnay california tropical fruit under $15
14204,bordeaux red blend smoky tannins black currant
14205,tuscany red blend cherry tobacco firm tannins
14206,napa cabernet sauvignon leather blackberry chocolate
14207,sonoma coast syrah savory deli aromas
14208,cool climate Syrah Green Valley California earthy
14209,Italian Sangiovese with cherry and raspberry flavors
14210,Edna Valley Pinot Noir with raspberry and plum
14211,Brunello di Montalcino with red berry and spice notes
14212,Tuscan red blend blackberry cedar chewy tannins
14213,Brunello with cherry licorice and tobacco flavors
14214,Oregon Pinot Noir raspberry cherry chocolate notes
14215,Brunello dark cherry leather menthol rounded tannins
14216,Russian River Pinot Noir coffee earthy allspice
14217,Alsace Riesling baked apple chamomile dry finish
14218,Australian Riesling citrusy orange great acidity
14219,Big red blend Petite Sirah chocolate pepper party
14220,Sonoma Coast Pinot Noir rhubarb black tea smooth
14221,Alsace Pinot Noir light juicy aromatic fresh
14222,Alsace Pinot Noir aromatic red cherry elegant
14223,Alsace Gewürztraminer sweet peach grapefruit peel
14224,"Santa Barbara sparkling wine tasting notes of lemon, apple, and biscuit"
14225,Fruity California red blend with blueberry and cherry flavors
14226,Napa Sauvignon Blanc with tropical fruit and creamy texture
14227,"Australian Shiraz with vanilla and plum flavors, good for drinking now"
14228,California Roussanne with tropical fruit and lemony acidity
14229,"Italian Sangiovese with cherry and spice notes, Brunello di Montalcino"
14230,Oregon Pinot Noir with purple fruit and toasted coconut flavors under $30
14231,Santa Margarita Ranch Red Blend with blackberry and spice notes under $25
14232,Vino Nobile di Montepulciano Sangiovese with cherry and spice flavors
14233,Sweet and sour rose wine with cherry and raspberry flavors
14234,"Light Pinot Noir that tastes like watermelon, Rogue Valley Oregon"
14235,Sweet California Cabernet Sauvignon with cherry and cola flavors
14236,"Cheap Merlot with cherry and raisin flavors, Sierra Foothills"
14237,Buttery Chardonnay from Willamette Valley with bitter aftertaste
14238,Sweet and rustic California Cabernet Sauvignon under $20
14239,Rhone style blend from Paso Robles with cherry and mocha flavors
14240,German Riesling dessert wine with apricot and pineapple flavors
14241,Napa Cabernet Sauvignon with black currant and chocolate flavors
14242,Napa Bordeaux blend that's ready to drink
14243,"big, bold red blend from Rutherford California for aging"
14244,Napa Cabernet with black currant and chocolate notes
14245,Dense Napa Cabernet Sauvignon with tobacco and oak flavors
14246,sweet German Riesling with apricot and honey flavors
14247,Rutherford Cabernet Sauvignon with cherry and currant flavors
14248,powerful Napa Bordeaux blend needs aging
14249,elegant Rutherford Cabernet Sauvignon with cherry and spice
14250,Australian Shiraz with dark fruit and spice flavors
14251,Rutherford Bordeaux blend with cherry and violet notes
14252,Fine Spanish Sherry with toffee and dried orange flavors
14253,Santa Lucia Highlands Pinot Noir with cherry and cola flavors
14254,Brunello di Montalcino with chocolate and blackberry notes
14255,Rutherford Cabernet Sauvignon with currant and mocha flavors
14256,Spanish Garnacha wine with raisin and vanilla flavors under $20
14257,crisp white wine similar to Vinho Verde under $20
14258,refreshing Alvarinho wine with citrus notes from Portugal
14259,Paso Robles Viognier with peach and jasmine flavors
14260,red blend Columbia Valley baking spices vanilla cherry
14261,dry white wine with high acidity needs food Washington State
14262,Carmenere wine from Walla Walla with pepper flavor
14263,buttery Grenache Blanc wine from California
14264,California Viognier with a buttery flavor
14265,California red blend merlot cabernet sauvignon under $20
14266,light and floral Chardonnay Santa Maria Valley
14267,Columbia Valley Syrah with blueberry and blackberry notes
14268,Amador County Zinfandel with blackberry and pepper notes
14269,Italian Sauvignon wine with citrus and almond notes
14270,Bulgarian red blend with dark fruit and chocolate notes
14271,Chilean Cabernet Sauvignon with herbal and chocolate notes under $50
14272,Alsace Gewürztraminer with lemon and peach notes under $20
14273,"Gewürztraminer Alsace with peach, honeysuckle, and grapefruit flavors under $20"
14274,"Alsace Pinot Blanc with pear and lemon, dry finish under $30"
14275,Romanian red blend cherry vanilla eucalyptus under $20
14276,Chilean Cabernet Sauvignon with mocha and prune flavors under $25
14277,Yakima Valley Cabernet Franc raspberry coffee flavor under $80
14278,California Zinfandel jammy and chocolatey under $20
14279,Moldova Sauvignon Blanc lemon grapefruit white peach under $20
14280,Italian Malvasia pear peach tangerine mineral notes under $20
14281,"Light dry Alsace Pinot Noir, can be chilled, under $20"
14282,Columbia Valley Cabernet Sauvignon balanced cherry flavor under $20
14283,"Washington Chardonnay with lemon acidity, good for dinner under $30"
14284,Columbia Valley red blend easy drinking plum flavors under $25
14285,Columbia Valley red blend smooth sweet finish under $30
14286,Long Island red blend mushroom tobacco grilled meats under $45
14287,Long Island Chardonnay light sweet dessert wine under $20
14288,"Long Island Cabernet Sauvignon under $25, good with pasta and burgers"
14289,"Finger Lakes Chardonnay, light and easy, good with fish or chicken"
14290,"Dry Rosé wine from Finger Lakes, good with meat, under $20"
14291,"Cheap Cabernet Sauvignon California, very dry, under $10"
14292,"Argentinian Malbec with sweet red fruit flavors, under $20"
14293,"Spanish red wine blend, Tempranillo and Cabernet Sauvignon, earthy notes"
14294,Fruity and fun red blend from France with a light fizz
14295,"Italian sparkling red wine, raspberry and peach flavors for a party"
14296,"Cheap Malbec from Argentina with dark fruit, easy drinking, under $15"
14297,"Napa Chardonnay with strong oak and vanilla flavors, mango and peach notes"
14298,"Argentinian Cabernet Sauvignon that doesn't taste like Cabernet, unusual flavors"
14299,"Old vine Garnacha from Spain, herby and fruity, good acidity"
14300,"Cheap Portuguese red wine blend, fruity and ready to drink soon, under $10"
14301,"Organic red blend from Bergerac, Merlot and Malbec, ready to age"
14302,"Chilean Carmenere, spicy and fruity, good value red wine under $15"
14303,"Crisp and light white wine from Gascony, herbal and citrusy, easy drinking"
14304,"organic Chilean red wine under $25, fruity and herbal"
14305,"creamy rosé Champagne with red fruit flavors, needs aging"
14306,"Napa red blend with berry flavors, full-bodied"
14307,"fruity rosé wine under $15, raspberry flavor"
14308,rich Portuguese red wine with plum and spice flavors
14309,"Central Coast white blend, apple and grapefruit notes"
14310,"Sonoma Coast Pinot Noir, earthy and plum flavors, good value"
14311,Willamette Valley Pinot Noir with bitter oak flavor
14312,"Santa Ynez Syrah, tar and espresso flavors"
14313,"Edna Valley Chardonnay, tropical and apple flavors, under $20"
14314,"Portuguese red wine with spice and black fruit flavors, ready to drink"
14315,"Spanish Garnacha, red plum and cherry flavors, under $20"
14316,"Russian River Pinot Noir, cherry flavor, soft tannins"
14317,"Santa Lucia Highlands Pinot Noir, iron and cranberry notes"
14318,"Napa Cabernet Sauvignon, raisin bread notes, older vintage"
14319,"Greek Assyrtiko from Crete, citrus and spice flavors"
14320,Chilean Malbec with vanilla and chocolate flavors under $20
14321,Spanish Tempranillo Cabernet blend oaky vanilla chocolate
14322,Merlot Paso Robles herbal notes
14323,Petite Sirah Calistoga smoky and tannic
14324,cheap Portuguese Syrah ripe black fruit pepper
14325,Russian River Pinot Noir earthy oaky
14326,Douro red wine under $10 black fruit
14327,Chilean Sauvignon Blanc tropical fruit bell pepper
14328,Chianti Classico Sangiovese blend easy drinking
14329,Santa Ynez GSM blend umami soft tannins
14330,Washington Malbec coffee notes
14331,Priorat red blend Garnacha Carignan
14332,Alentejo red wine good for aging
14333,Chinon Cabernet Franc mineral structure
14334,Italian Sauvignon Blanc honey peach
14335,Alto Adige white blend Chardonnay Viognier
14336,"Columbia Valley Cabernet Sauvignon with cassis, toffee, and tobacco notes under $40"
14337,"Chilean Carmenere with black fruit, olive, and licorice flavors under $30"
14338,"Columbia Valley red blend for steak dinner, notes of herbs and berries"
14339,"Paso Robles white blend with lime, kiwi, and tropical fruit flavors"
14340,"Madiran Tannat wine, needs aging, concentrated fruit, under $25"
14341,"Santa Barbara Pinot Noir with cherry, cranberry, and sandalwood flavors under $35"
14342,"Chilean red blend with Cabernet Sauvignon, Cabernet Franc, Carmenere, good with food"
14343,"Sierra Foothills Syrah with pepper, smoke, and blackberry, good with cassoulet"
14344,"Portuguese red wine under $20, powerful tannins, black fruit, needs aging"
14345,"Colchagua Valley red blend with Carmenere, juniper, leather, spicy black fruit"
14346,"El Dorado Syrah with Viognier, sage, dark, earthy, leathery, good with cassoulet"
14347,"Loire Valley sweet wine, honeyed, intense acidity, needs aging"
14348,"Chinon Cabernet Franc, bold, firm tannins, black plum fruits, needs aging"
14349,"Pouilly-Fumé Sauvignon Blanc, red currant, bitter-orange, flinty, crisp edge"
14350,"Saumur Chenin Blanc, fruity, dry, honey, pear, almond flavors"
14351,"Pouilly-Fumé Sauvignon Blanc, smooth, creamy, plum, apricot, needs aging"
14352,"Priorat red blend with plum, cherry, chocolate notes, ready to drink now"
14353,"Napa Cabernet Sauvignon with berry and cherry flavors, needs aging"
14354,"Chilean red blend, very ripe, chocolate and berry flavors, under $150"
14355,"Orange wine Italy nutty and tannic, tastes like red wine"
14356,"Santa Ynez Grenache for steak, fruity and mineral flavor, under $30"
14357,"Saint-Mont red blend with red fruit and smoky flavors, affordable"
14358,"Napa Pinot Noir easy drinking with plum and cherry notes, under $20"
14359,"Rustic Chianti Classico with leather and cherry notes, funky flavor"
14360,"Sonoma Pinot Noir with cherry and pepper flavor, quick finish, cheap"
14361,"Washington Chardonnay easy drinking, light spices and stone fruit, under $10"
14362,"Ribera del Duero Tempranillo earthy and leathery, under $15"
14363,"Columbia Valley Chardonnay with apricot and grapefruit notes, fresh"
14364,"Chianti red blend with cherry and strawberry, light and cheap wine"
14365,"Columbia Gorge Cabernet Sauvignon dried fruit flavors, drink now, under $20"
14366,"Columbia Valley Sauvignon Blanc with tropical fruit flavors, inexpensive"
14367,"Sonoma Pinot Noir with tobacco and cherry notes, medium bodied, under $50"
14368,crisp and fruity rosé wine under $15 from Bordeaux
14369,crisp white Bordeaux blend with lemon and grassy notes
14370,sparkling rosé wine from Bordeaux with red fruit flavors
14371,"vanilla flavored rosé wine from Bordeaux, France under $15"
14372,fruity red Bordeaux blend under $15 with black currant flavor
14373,"red Bordeaux blend needs aging, good for cellaring, under $10"
14374,"caramel flavored rosé wine from Bordeaux, France under $10"
14375,"fruity rosé wine from Bordeaux with red currant flavors, under $15"
14376,sweet Riesling from California with melon and apple flavors
14377,"fruity red Bordeaux blend with black currant flavors, ready to drink"
14378,light-bodied white wine from Rioja with peach and melon aromas
14379,"Merlot from Monterey County, California with red and black currant notes"
14380,"tannic Merlot from Sonoma, California with blackberry and cedar notes"
14381,"Tempranillo from Spain with tomato and red-wine vinegar aromas, under $10"
14382,"oaky Viura from Rioja, Spain with citrus notes, under $20"
14383,"Viognier from Red Mountain, Washington with apricot and vanilla aromas"
14384,Columbia Valley Merlot under $15 with green pepper notes
14385,"sweet and rich California Chardonnay, good with cheese"
14386,"Bordeaux Clairet wine, something like a rosé but not quite"
14387,"fruity Bordeaux rosé, ready to drink, around $10"
14388,Washington Pinot Gris with apple and melon flavors
14389,crisp red wine from Savoie France to chill
14390,Merlot from Long Island with plum and spice flavors
14391,"Amarone della Valpolicella red blend, smoky and robust"
14392,Amarone red blend with cherry and licorice notes
14393,"California Cabernet Sauvignon under $50, well balanced"
14394,"Verdejo from Rueda Spain, citrusy and mineral"
14395,Horse Heaven Hills Cabernet Sauvignon with baking spice
14396,spicy and smoky red blend from California under $30
14397,Argentinian Malbec with earthy and raspberry flavors
14398,"Finger Lakes Riesling Icewine, sweet and fruity"
14399,"Napa Cabernet Sauvignon under $25, easy to drink"
14400,Santa Ynez Sangiovese with cinnamon spice and red fruit
14401,Spanish Albarino with melon and lime notes under $20
14402,"Argentinian Malbec with herbal and plum flavors, affordable price"
14403,"Chilean Chardonnay with salty and melon notes, complex flavor"
14404,"Israeli red blend with cherry, plum, and smoky flavors"
14405,"Fruity and refreshing rosé wine from Corsica, ready to drink"
14406,"French Vermentino with apple, plum, and wildflower aromas"
14407,"Mendoza Malbec with cola, prune, and chocolate flavors under $20"
14408,"Smooth, fruity red blend from Mendocino, easy to drink"
